text,sentiment,category,keyword
"🌄 3PRO 두근두근 오늘의 핫딜! 😍
👕 테디크루 봄야상 최초, 4만원대!
👉 https://web.rethinkmall.com/link/14081
💻 LG그램 16형 12세대 최초, 98만원대!
👉 https://web.rethinkmall.com/link/17750
========================
📢 하루 만에 모집 마감!《윤명철 교수와 함께하는 유라시아 원정대》
🔔 2차 모집을 놓치고 싶지 않다면?
👉 https://bit.ly/4rCOP0r
========================
🔥 두나무, 리디, 에이블리 등 지금 가장 핫한 창업가 총출동!
💼 앙트러프러너십 칼리지 2기 얼리버드 신청
👉 https://bit.ly/3ZumXj6 
========================
📢 [삼진제약] 하루엔진 이뮨 부스터샷
🎁 설 건강선물 ~65% 특가
💊 https://mkt.shopping.naver.com/link/697b03f24f4fab2b24f385f4
========================
📺프로그램 편성표
[06:00-07:20] 월스트리트 모닝브리핑 (월가 뉴스레터, 글로벌 인터뷰)
[07:20-08:40] 오늘아침 라이브 (뉴스3, 마켓 인사이드)
[08:40-10:00] 더블 밸류업 (개장방송)
[10:00-11:00] 아침N투자
[11:00-12:00] 크립토 플러스 (추후 예정)
-----------------------------------
[15:20-16:30] 클로징벨 라이브
[16:30-17:30] 여의도 인사이트
[17:30-19:00] 집중, 오늘의 주식
========================
⚡ 월가 최고 전문가들의 고품격 투자 인사이트
지금 GIN에 가입해보세요!
👉 자세히 알아보기 : https://bit.ly/49CCTWw
========================
🧑‍🏫 오프라인 주식투자 세미나에 참석하고 싶으신가요?
이선엽, 박병창, 윤지호 등 국내 최고 전문가의 인사이트를 들을 수 있는 곳
👉 삼프로 멤버십 무료 체험하기 : http://bit.ly/47K0VOE
========================
🎓 어른들의 배움터, 위즈덤 칼리지 2026
👉 지금 등록하기 : https://bit.ly/3JauQpa
========================
🏫 전문가(연사) 섭외 및 기업교육 문의
👉 https://bit.ly/3EofRlH
========================
📢 광고없이 오디오 듣는 법
- 삼프로 앱을 설치하시면, 유튜브 프리미엄 없이도 유튜브를 오디오로 들으실 수 있습니다.
- 삼프로TV, 언더스탠딩, 지구본 연구소, 위즈덤 칼리지, 압권 등 모든 3PRO 채널의 방송을 쉽고 빠르게 찾을 수 있어요.
- 지금 바로 3PRO 앱 또는 웹을 만나보세요!
👉 https://3protv.page.link/S7cX
========================
🗂 방송 자료 다운로드 방법
👉 [방송] - [신의자료실]에 들어가시면 됩니다.
3PRO 웹사이트 : https://apps.3protv.com/original/pds 
3PRO 모바일 앱 : onelink.to/6gkezx
========================
🙋‍♂3PRO 고객센터
- (전화) 1877-4344
- (메일) edu.help@3protv.com
- (1:1 문의 게시판) https://apps.3protv.com/myqna/write
- 전화는 평일 10:00-17:00 (점심시간 12:00-13:00) 에 운영됩니다.
- 주말에는 3PRO 앱/웹에 1:1 문의를 남겨주시면 감사하겠습니다.
========================
💼 비즈니스 문의 채널 안내
- '삼프로TV' 광고/협업 및 영상 제작대행 문의 : (메일)ad@3protv.com (전화) 010-2090-6748    
- 전문가(연사) 섭외 및 기업교육 문의 :  (메일) edu@3protv.com (전화) 02-2118-0704~0705 (웹사이트) https://bit.ly/3EofRlH
- 언더스탠딩 문의 : (메일) to.understanding.official@gmail.com
========================
📢 사칭 주의
- 삼프로TV의 구성원과 삼프로TV 출연자는 문자메시지/카카오톡/전화/텔레그램 등을 통해 절대 개인적인 투자권유 및 리딩방, SNS 가입을 권유하지 않습니다.
- 만일 이러한 연락을 받으셨다면 모두 사기이므로, 링크를 클릭하지 마시고 피해가 없도록 주의하시기 바랍니다.
========================
❤ 당부 말씀
- 삼프로TV는 시청자의 다양한 해석과 의견을 존중합니다. 또한, 콘텐츠에 대한 비판과 평가도 언제나 환영합니다.
- 하지만, 출연자에 대한 근거없는 비난, 욕설, 인신공격, 비하성 표현이 담긴 댓글은 안내없이 삭제될 수 있습니다. 
- 삼프로TV가 건강한 소통의 장이 될 수 있도록 도와주세요. 늘 감사합니다^^

#삼프로TV #삼프로 #3pro",광고,기타,광고
"1400조 운용의 권한과 책임이 한명에게 집중되어 있는 현 상황이 관연 옳은 것인가? 어찌보면 대통령아나 한국은행장보다도 더 큰 권력이다. 그 권한과 책임의 분산, 견제와 균형이 절실한 때다.",부정,국민연금 조직,권한 집중
코스닥이활성화가되여야개인투자자가잘살수있어요코스닥에는개인들티많이있거든요꼭코스닥에투다좀많이많이투자부탁드립니다다코스닥하이딩,긍정,투자전략,코스닥 활성화
연금공단이사장님너무현명하신분이시다 존경스럽습니다❤❤❤❤❤❤❤,긍정,국민연금 조직,이사장 존경
"작년 국내시장이 좋아서 수익률이 좋았던 것이 핵심.
퇴직연금. 기금화? 대한민국 주식시장 박스권에 갖혀 오르락 내리락 하는데 누가 주식으로 했을까? 
개인들에겐 안정성이 중요했던거지. 
기금화가 중요했던게 아니라 우상향 주식시장이 중요한거다. 나도 주식 적극운용하는데 박스권 장세에 장기투자는 국내시장은 싫었엉",부정,운용성과,수익률
코스닥은 아닌듯한데,중립,투자전략,코스닥
"와우~~  이사장님의 국민들의 노후뿐만 아니라 전국민의 복지를 위한 열정과 애정과  노력과 책임감이 감동입니다.
국민연금에 김성주이사장님과 같은 분이 계신다는것이 국민들에겐 행운이네요~~ 🎉🎉🎉
신뢰가 갑니다
고급장기임대 투자 개념도 두 눈이 번쩍 뜨입니다
국민연금이 국내임대시장 투자 긍정적 적극적 투자 기대합니다
이사장님!!  여러곳에 나오셔서 어필하시기 바랍니다
길을 열어가시는 대단한 분이시군요
거기에 경험과 차분함 뛰어난 지략 
존경스럽고 든든합니다",긍정,국민연금 조직,이사장 열정
"국민연금 이해하는데 많은도움이 됐습니다
역시 일 잘하는 대통령은  일 잘하는 사람을 알아봅니다 
신뢰와   많은기대가 됩니다",긍정,국민연금 조직,신뢰 기대
😮,중립,기타,기타
인사 자율권주면 국힘당 정권 잡으면 지연 학연 인사로 개판난다,부정,국민연금 조직,인사
권프로님   멋지시네요♡,긍정,기타,응원
응원합니다. 성과 보상이 당연이 되야하죠.,긍정,운용성과,성과 보상
"운영을 뭘 잘했는지... 그냥 etf처럼 넣어놓고 비율만 조절한게 끝인데 
거기에 성과급을 달라니 ㅋㅋ 초등학생도 그정도는 하겠다",부정,운용성과,운영 성과
해외에서 수익을 극대화 해야할듯,중립,투자전략,해외투자
국내투자는 개미투자자 의 희생이업도록 해야할듯,부정,투자전략,국내주식
너무 아부떠는 애기만 하는구만,부정,기타,비판
앞으론 군인.사학.공무원연금이 통합 되어야 한다고 생각합니다.,중립,연금제도,연금통합
퇴직연금 기금화에 찬성 합니다.,긍정,퇴직연금,기금화
"국민연금 납입율을 올라고   그 만큼 연금 수령율을 올리면 좋을 듯 합니다. 
군인연금.사학연금 .정도는 아니어도 공무원연금 정도는 맞아야 노후가 준비 된다.",중립,연금제도,납입율
나한테 50억만 줘도 국민연금 수익률 내줄수있다,부정,운용성과,수익률
주거로의 참여는 솔깃하다.  이사장 잘 뽑았다.,긍정,국민연금 조직,이사장
"아,  아쉽네요...
초대하는 분에게 이사람이라요!!!!
이 분이라고 소개해야 맞는 건 아닌지.
듣는 사람 쬐금 거슬리네요😂😂😂😂",중립,기타,일반 잡담
난 이런분이 잇다는거두 처음 알앗어 ㅋㅋ 언론에 자주 나오면 안되는 위치인가여? 엔비디아보다 국민연금이 더 돈 많은거지?ㅋㅋㅋㅋ,중립,기타,일반 잡담
국민연금의 공공주택 임대산업 대찬성입니다. 집값도 잡고 연금의 지속적 수익도 있고 일석이조의 효과일듯 합니다. 이사장님 멋지십니다.,긍정,투자전략,공공주택
역시 훌륭하십니다🎉🎉🎉,긍정,국민연금 조직,칭찬
놀라운 성과를 거둔다는 점은 긍정적이지만 주말마다 서울로 셔틀버스 이제 그만!!!,부정,운용성과,성과
부영이 현금 다빨아먹는거...공단이 하면된다.,부정,기타,비판
"김 성주 이사님은
전문가 답게 공공성도
가지고 계시고 철학이
확고 하시니 국내주택
도 투자하셔서 공공성
을 높여 복지국가로
나아가길 바랍니다!!",긍정,투자전략,국내주택
코스닥?,중립,투자전략,코스닥
"코스피 대비 국민연금이 너무 크잖아요
나중에 자금 뺄때 어떻게 하려고요",부정,연금제도,자금 인출
이전부타도 조금 더 의결권을 행사할 수 있었을텐데 아쉽습니다,부정,정부개입·거버넌스,의결권
퇴직연금 개선찬성합니다!,긍정,퇴직연금,개선
"좋은 방송 감사합니다 
이렇게 공단이사장님께서 직접 설명해주셔 감사합니다 
능력자들 많이 모셔오고, 독립적으로 국민을 위해 힘써 주십시요!
정부에선 관여말고, 지원하고 감사만하셔요!",긍정,국민연금 조직,이사장
정프로 질문수준이 영 미흡한듯. . 일부는 괜찮은데. . 삼프로사장님이 옆에서 커트하는 몸짓이 보이네 ㅎㅎ,중립,기타,질문
정치인 출신 비전문가 이사장. 국민 노후를 어떻게,부정,국민연금 조직,비전문가
전환사채 발행하고  주식 하락시켜서 리픽싱하는거 제발 없애 주세요. 투자할 때는 기업의 가치를 보고 하는거면 떨어져도 그 책임을 지는거지 왜 주식을 늘리게 하여서 세력들이 주가를 눌리게 하는지 이해가 안갑니다.  제발 제품으로 돈 벌지 않고 주식으로 돈 벌려는 기업들 퇴출 시켜 주세요,부정,투자전략,주식투자
조금씩 영향 안미치게 매도 해야지요,중립,투자전략,매도
그 기계적 때문에 개미들이 죽습니다,부정,투자전략,개미투자
회계투명한 기업 주주환원 중소기업 과 함께 잘하는 기업에 국민연금 비중을 더 올려야 된다고 생각 합니다,중립,투자전략,비중
이 영상을 퍼트립시다..,광고,기타,홍보
지금은 6200이다,중립,기타,정보
미국이 아니라 코스닥이라고? 미쳤군,부정,투자전략,코스닥
"국민연금 이사장님 훌륭하십니다
응원할게요 ^^",긍정,국민연금 조직,응원
든든하네. 연금에 대하여 마음이 안정되는 영상이네. ❤😂,긍정,기타,안정감
왜 국회의원 출신이 국민연금 이사장에 있는거지?,중립,국민연금 조직,이사장
삼성의 합병비리로 인해서 국민연금이 입은 손해에 대해 어떻게  이재용이 챙긴 불법 수익과 경영권을 회수할 것인가?,부정,정부개입·거버넌스,합병비리
삼프로 불공에도 소굴히라고 소문난 프로 아닙니까?😇🤣,부정,기타,비판
미국 국체을최대한줄여라. 그길만이국민연금을 지키는길이다.,부정,연금제도,국민연금
결국 지속성 .안전성 인데.   좀 있다  주식 폭락하면 어쩌나?   태양광 . 전기차 충전에 집중하자,중립,투자전략,주식폭락
"눈먼돈, 어쩌다 잘되니보다..고물 떨어지는 쪽으로 돈 몰아주겠지",부정,운용성과,기금운용
전월세 주인이 국민연금이면 믿을 수 있죠,긍정,기타,신뢰
네~ 내용도 설명도 정말 다 좋습니다. 대단히 감사합니다. 단지 빌어먹을 어려운 영어 표현은 못알아 먹겠으니 운영자는 해석을 댓글창에 담아 주십사 하는 것입니다.,긍정,기타,감사
국민연금 이사장님 의견에 동의합니다. 책임 기반의 자율 운영권을 더 부여해야 합니다!🎉,긍정,국민연금 조직,자율운영
장난하나,부정,기타,조롱
권프로님 질문하는 내용이 전문성이 떨어지는 것 같네요.,부정,국민연금 조직,전문성
정말 미래에 국민연금이 안전 할까요? 30년간의 근간을 흔들고 있는 이사장님 저는 전혀 안전해 보이지 않습니다.  박종훈의 지식한방의 영상참조합니다.  https://youtu.be/pkVq_ATN3zU?si=kq37Uhppk4XoubsE,중립,기타,에러: APIStatusError
